origin_country,destination_country,passengers
Malaysia,Czechia,373
Peru,Romania,166
Canada,Thailand,202
Germany,Austria,34
Indonesia,Ireland,91
Ghana,Russia,14
South Korea,Spain,179
France,UK,269
Iraq,Oman,79
Spain,South Africa,440
USA,New Zealand,450
Egypt,Saudi Arabia,103
South Africa,Singapore,318
Kenya,Oman,445
Hungary,Colombia,257
Vietnam,Chile,16
Czechia,UK,37
Colombia,Egypt,341
USA,Singapore,77
Iran,Finland,85
Belgium,Peru,436
New Zealand,Russia,154
Russia,Indonesia,296
Jordan,Malaysia,10
Colombia,Belgium,233
Hungary,Chile,417
Saudi Arabia,China,466
UAE,Iran,431
Ireland,UK,404
Chile,Nigeria,212
Finland,Poland,202
Argentina,Ghana,96
Mexico,UK,192
South Africa,Egypt,479
UK,Qatar,149
Switzerland,Ukraine,325
India,Ireland,96
Italy,Hungary,90
South Korea,Singapore,348
Canada,Denmark,5
Thailand,Egypt,78
Iran,UAE,414
Germany,Hungary,256
Peru,Israel,47
Oman,Indonesia,439
Turkey,China,499
Switzerland,China,242
South Korea,Turkey,173
South Africa,Brazil,172
Sweden,Mexico,364
UK,Indonesia,331
Romania,Mexico,140
Philippines,Finland,366
Czechia,Ukraine,444
Switzerland,New Zealand,139
Turkey,Japan,382
Japan,UK,30
New Zealand,Czechia,270
UK,Brazil,26
Sweden,Colombia,9
Poland,Italy,170
Brazil,Australia,84
Vietnam,Sweden,349
Italy,Czechia,444
Australia,Portugal,24
Qatar,Iraq,151
Thailand,Turkey,245
UAE,Spain,413
Vietnam,Finland,289
China,Spain,119
Colombia,Turkey,17
Chile,UAE,266
Ireland,Israel,477
Nigeria,USA,303
Chile,Jordan,224
Thailand,Argentina,482
Spain,Australia,162
Japan,Austria,126
Colombia,Australia,24
Austria,Iraq,124
Egypt,Oman,126
Russia,South Korea,321
Ukraine,Nigeria,103
Brazil,Malaysia,207
Indonesia,Nigeria,235
Netherlands,Vietnam,118
Oman,Egypt,113
South Korea,Oman,223
Iraq,Israel,435
Colombia,Spain,99
Peru,Chile,323
Belgium,Jordan,442
Switzerland,France,137
Chile,Malaysia,366
Poland,Singapore,412
Thailand,Oman,255
Poland,Vietnam,338
Turkey,Romania,188
Philippines,Malaysia,36
Italy,Brazil,328
Spain,Saudi Arabia,367
UAE,Colombia,175
New Zealand,Vietnam,394
Belgium,Indonesia,288
Colombia,Denmark,162
Norway,Israel,382
Australia,Germany,384
Saudi Arabia,Canada,5
Chile,Romania,59
Peru,Qatar,413
Portugal,Qatar,225
UAE,Peru,130
Ghana,South Africa,177
Qatar,South Korea,97
Italy,Argentina,202
France,Ukraine,329
Vietnam,Iraq,42
Qatar,Czechia,394
Sweden,Romania,81
Iran,Singapore,122
Romania,India,221
Turkey,UAE,422
Thailand,Czechia,159
Norway,Portugal,144
Egypt,Saudi Arabia,426
China,UK,177
Ghana,Belgium,461
Japan,Austria,468
Kenya,Poland,466
India,Belgium,288
Australia,Russia,45
Canada,Greece,301
Japan,Singapore,87
Ghana,Jordan,410
Hungary,Australia,466
Switzerland,Greece,444
Mexico,Poland,53
Romania,Czechia,96
Canada,Ghana,493
Austria,Ireland,26
Oman,Japan,369
Singapore,South Korea,187
Mexico,Ukraine,431
Kenya,Belgium,42
Chile,Belgium,259
Ukraine,Greece,480
Ghana,Denmark,348
Norway,Qatar,26
Thailand,Iran,380
Romania,UAE,85
Finland,India,447
Finland,Qatar,260
Indonesia,Norway,284
UK,Spain,42
Thailand,Peru,363
Singapore,Greece,87
Ghana,Austria,290
Switzerland,Indonesia,446
Ireland,Sweden,302
UAE,Ghana,213
Sweden,Kenya,334
Thailand,UK,385
Kenya,Philippines,405
Saudi Arabia,Spain,495
Australia,Argentina,28
Israel,UAE,469
Nigeria,China,171
Italy,China,289
Turkey,UAE,181
Argentina,Kenya,101
Poland,UAE,218
South Africa,Iran,324
Malaysia,South Korea,287
Iran,Canada,264
Vietnam,Canada,425
Netherlands,Brazil,33
South Africa,Ireland,456
Spain,Austria,206
Mexico,France,15
Finland,Russia,379
Finland,Sweden,24
Brazil,Peru,355
Malaysia,Belgium,42
China,Indonesia,20
Saudi Arabia,Portugal,391
Japan,Oman,389
Thailand,China,367
Australia,Hungary,480
Vietnam,Kenya,494
Iraq,Sweden,301
Saudi Arabia,Czechia,429
Italy,Jordan,468
Denmark,Canada,114
Netherlands,Iran,432
Sweden,Thailand,370
Romania,France,487
Kenya,Nigeria,117
Peru,France,398
Canada,Iran,454
Italy,USA,116
Australia,Netherlands,53
UK,Singapore,262
Germany,Iraq,434
Czechia,Sweden,435
Finland,Belgium,409
Kenya,Portugal,225
New Zealand,Iraq,425
Romania,Indonesia,159
Romania,USA,42
UAE,Philippines,77
Hungary,Ireland,42
Kenya,Russia,111
Iraq,Spain,213
Saudi Arabia,Brazil,494
Poland,Finland,336
Spain,Canada,465
Italy,Hungary,208
Denmark,Philippines,392
France,Spain,334
Vietnam,Greece,399
Sweden,Spain,221
Germany,Poland,158
Poland,Malaysia,144
Ireland,Colombia,362
Spain,India,476
Chile,Qatar,299
India,Australia,298
Egypt,Netherlands,96
Egypt,Thailand,151
Czechia,Sweden,93
Ireland,India,196
Turkey,Egypt,396
Indonesia,Peru,17
Belgium,USA,94
Greece,Norway,263
China,Kenya,319
UK,Ukraine,353
Australia,Romania,329
South Africa,Oman,54
Greece,Denmark,329
Greece,Spain,415
Ukraine,New Zealand,266
Sweden,Singapore,44
Vietnam,South Korea,12
Ireland,New Zealand,83
Iran,Thailand,154
Greece,Saudi Arabia,200
Malaysia,Vietnam,139
Indonesia,Czechia,287
Brazil,Mexico,11
Denmark,Ukraine,417
Colombia,Czechia,151
Russia,Nigeria,331
Philippines,South Korea,245
Thailand,Mexico,26
Greece,Singapore,408
Jordan,France,295
Indonesia,Saudi Arabia,439
South Africa,Singapore,214
Denmark,Vietnam,327
Peru,Vietnam,349
Brazil,Switzerland,156
India,China,295
Mexico,Kenya,358
Iran,Belgium,232
Ghana,New Zealand,386
Australia,Jordan,256
Portugal,Romania,441
Austria,Mexico,447
Oman,UK,139
South Korea,Singapore,296
Kenya,Mexico,463
Colombia,Mexico,90
Egypt,Argentina,24
Portugal,Colombia,37
Turkey,Ireland,242
South Africa,UAE,136
Sweden,Czechia,423
China,Iran,263
UK,Philippines,146
Poland,Sweden,109
Brazil,Sweden,433
UAE,Turkey,279
Australia,Finland,431
USA,Iran,9
Egypt,UK,219
Vietnam,Switzerland,34
Iraq,Jordan,443
South Korea,Japan,49
Belgium,South Korea,66
Australia,Russia,259
Philippines,UAE,165
Greece,UK,325
Italy,Ghana,118
Czechia,Ireland,247
Czechia,Belgium,371
Denmark,Ukraine,478
Greece,South Africa,469
Greece,USA,365
UAE,Argentina,110
Mexico,Greece,130
UK,Denmark,223
Ghana,Peru,438
Portugal,Iraq,334
Romania,Philippines,329
Spain,Israel,242
China,Greece,102
USA,France,391
Romania,Qatar,382
Iraq,South Africa,81
Canada,Ukraine,252
Finland,Nigeria,253
Chile,Portugal,286
UAE,Argentina,48
Qatar,Iraq,42
Italy,Brazil,63
Czechia,South Korea,109
Austria,Poland,320
Singapore,Hungary,418
Peru,Germany,260
Ghana,Czechia,397
Belgium,Qatar,202
Qatar,France,212
Austria,Indonesia,489
Canada,Romania,427
South Korea,Germany,189
South Africa,Germany,344
Austria,Nigeria,461
Iraq,USA,351
Israel,Italy,427
Romania,Australia,253
New Zealand,Singapore,84
Turkey,Canada,223
Ireland,Ghana,211
Malaysia,Argentina,477
Iran,France,31
Turkey,Iran,320
Thailand,UK,500
Austria,Australia,315
China,Singapore,488
France,New Zealand,283
USA,South Korea,319
Israel,South Africa,168
Brazil,Germany,267
Turkey,Argentina,404
Japan,Spain,109
Nigeria,Netherlands,342
Canada,New Zealand,271
Indonesia,Portugal,359
Ghana,Denmark,361
New Zealand,Denmark,399
Mexico,Nigeria,77
Vietnam,South Korea,24
Sweden,Netherlands,215
Vietnam,Canada,11
Sweden,China,298
India,Denmark,373
Oman,Hungary,55
Israel,Indonesia,187
Poland,India,257
Iraq,Canada,298
New Zealand,Jordan,394
Germany,Poland,307
UK,Finland,169
France,Switzerland,23
Greece,South Africa,216
UK,Argentina,52
Peru,Brazil,40
UAE,Philippines,448
Canada,Ireland,475
Ukraine,Sweden,315
Israel,Mexico,348
Indonesia,Switzerland,164
Mexico,UAE,121
Chile,Peru,226
Israel,Jordan,224
Austria,Romania,237
India,Iran,15
Singapore,Iran,388
Thailand,Iran,489
South Africa,Iran,124
South Africa,Romania,370
Egypt,Poland,152
Switzerland,Philippines,78
France,Japan,76
Norway,South Africa,8
Ukraine,UAE,12
Australia,UAE,238
UK,Peru,44
Philippines,Singapore,431
Thailand,Malaysia,258
Norway,Austria,48
Denmark,Romania,435
Sweden,Russia,452
Czechia,Netherlands,108
Iraq,Poland,326
Qatar,Canada,118
Ghana,Iran,295
Finland,Germany,363
Japan,Singapore,240
Japan,Switzerland,471
Oman,Iraq,405
Switzerland,Romania,220
China,Sweden,166
Norway,UAE,420
Philippines,Greece,337
Israel,South Korea,78
Colombia,Romania,452
Chile,Japan,5
China,Thailand,349
Nigeria,Norway,470
Italy,Portugal,388
Ireland,Malaysia,416
Greece,Nigeria,391
France,Argentina,343
Germany,Iraq,97
Israel,China,108
Colombia,Egypt,202
India,Colombia,24
UK,Finland,348
Brazil,Singapore,466
Indonesia,Austria,51
Nigeria,Italy,331
Colombia,Italy,62
Nigeria,Romania,97
Turkey,Singapore,169
Oman,Malaysia,320
Sweden,Argentina,466
Belgium,Chile,260
Peru,Turkey,476
Sweden,Qatar,208
New Zealand,Japan,134
Greece,Mexico,498
Vietnam,Israel,53
Poland,Canada,86
Thailand,Israel,449
Italy,Argentina,404
Colombia,Canada,256
Qatar,Sweden,179
Australia,Finland,38
Sweden,South Africa,310
Argentina,South Africa,438
Thailand,Mexico,204
Mexico,Indonesia,36
Italy,Iran,45
Germany,Turkey,405
Australia,Greece,395
Egypt,France,210
Greece,Mexico,36
Russia,Indonesia,11
Iran,Colombia,400
Peru,Belgium,449
Australia,Italy,352
Australia,Greece,297
Qatar,Brazil,275
Belgium,South Korea,171
China,Germany,351
Denmark,Switzerland,136
Philippines,UAE,416
Malaysia,Japan,385
Czechia,UAE,249
Kenya,USA,474
South Korea,Germany,374
Israel,Philippines,311
Chile,Greece,428
Mexico,Colombia,222
UAE,South Korea,385
Argentina,Vietnam,342
Netherlands,Egypt,185
Jordan,Kenya,54
New Zealand,Netherlands,402
South Africa,Chile,160
Philippines,Oman,116
Qatar,Italy,292
Canada,Singapore,312
Iran,Nigeria,127
Greece,Belgium,142
Colombia,Ireland,299
UK,UAE,212
Italy,Indonesia,349
Brazil,Indonesia,191
Netherlands,Colombia,214
Netherlands,Hungary,388
Hungary,Thailand,486
Portugal,Switzerland,255
Germany,Denmark,106
Poland,Malaysia,221
Spain,Belgium,41
Qatar,Poland,457
Canada,Netherlands,16
Russia,Greece,250
Mexico,Colombia,26
India,Jordan,134
Austria,Norway,315
Argentina,Singapore,36
Netherlands,Australia,299
Finland,Germany,475
Philippines,Indonesia,395
Spain,Japan,336
Saudi Arabia,Romania,72
Spain,Israel,33
Ghana,Australia,134
Indonesia,Hungary,28
Italy,Thailand,405
Norway,Romania,490
Philippines,Qatar,172
Nigeria,Thailand,492
Vietnam,Australia,215
Spain,Malaysia,2
Iraq,Turkey,151
Nigeria,Vietnam,480
Netherlands,USA,164
Switzerland,Malaysia,445
Thailand,Romania,118
Ireland,Netherlands,486
Philippines,Norway,252
Colombia,Belgium,444
Jordan,Italy,463
Denmark,Sweden,403
Japan,Egypt,59
Italy,Malaysia,435
Netherlands,Saudi Arabia,61
Romania,Italy,355
Russia,Canada,126
Iraq,South Korea,412
Iran,Portugal,173
Australia,Egypt,109
Norway,Germany,256
Hungary,Greece,477
Portugal,Singapore,56
India,Ghana,208
Singapore,Poland,420
Sweden,Chile,462
Chile,USA,263
Czechia,USA,170
Peru,Canada,139
Indonesia,Denmark,115
Switzerland,Iraq,402
Russia,Singapore,114
Chile,Nigeria,67
Saudi Arabia,Thailand,49
Spain,Thailand,454
Finland,Iran,410
Indonesia,Canada,178
Denmark,Iran,84
Greece,Portugal,468
Malaysia,India,12
Chile,Czechia,46
Argentina,Japan,6
Argentina,Egypt,311
Saudi Arabia,Germany,457
Qatar,Mexico,133
Philippines,Greece,23
Kenya,Brazil,365
UAE,South Korea,83
Iran,Hungary,400
Canada,Egypt,298
Brazil,Ukraine,145
Portugal,Qatar,320
Chile,Greece,122
Netherlands,Vietnam,481
Israel,Philippines,199
Spain,Peru,105
Greece,Qatar,192
South Africa,Jordan,141
Netherlands,Hungary,15
Malaysia,Portugal,381
Austria,Canada,336
Iran,Qatar,69
Vietnam,Malaysia,63
Singapore,Jordan,153
Colombia,Finland,86
Switzerland,Malaysia,164
UK,Iraq,419
Finland,Peru,240
Thailand,Switzerland,3
Portugal,Mexico,3
Poland,China,296
Ukraine,Canada,83
Israel,Turkey,125
South Korea,Colombia,212
Israel,USA,427
Saudi Arabia,Spain,381
Finland,Malaysia,108
Belgium,Qatar,205
Colombia,Ukraine,239
Kenya,Indonesia,332
Mexico,Nigeria,137
South Africa,Canada,94
India,Austria,433
Switzerland,Iraq,178
Israel,Peru,163
Switzerland,USA,194
India,Finland,328
Brazil,Ireland,294
Jordan,Poland,364
Netherlands,Italy,471
Egypt,Nigeria,128
Nigeria,Ireland,430
Austria,Nigeria,170
Austria,New Zealand,175
Iraq,Hungary,461
Indonesia,Philippines,355
Turkey,Malaysia,5
South Korea,Argentina,273
France,Greece,392
Ukraine,UAE,92
Brazil,Spain,393
Israel,Qatar,91
Iraq,Finland,151
Brazil,Canada,87
South Africa,Ukraine,142
Hungary,Oman,223
South Africa,UAE,15
Oman,Portugal,196
Nigeria,UK,390
Russia,Kenya,196
Peru,France,468
Israel,Australia,252
Norway,South Africa,455
Singapore,Denmark,487
Philippines,Ghana,265
Israel,Iraq,320
Argentina,Belgium,43
South Korea,New Zealand,143
Qatar,UK,202
Vietnam,Thailand,495
Iran,Hungary,10
Ireland,Portugal,343
Japan,Australia,480
Oman,Finland,293
Canada,Czechia,248
Ukraine,Brazil,19
Mexico,UK,272
Denmark,South Africa,417
Denmark,South Korea,302
Saudi Arabia,Australia,331
Turkey,Oman,2
Spain,Chile,225
Chile,Russia,56
France,USA,52
Hungary,Brazil,200
Peru,Australia,331
Denmark,UAE,150
Ghana,Israel,7
Egypt,Thailand,83
South Korea,China,375
Russia,Czechia,318
Singapore,India,164
Canada,USA,40
Colombia,Netherlands,314
South Africa,Mexico,358
Iran,South Africa,239
Ireland,Poland,282
Mexico,Iraq,13
South Africa,Poland,264
Oman,Ghana,14
Greece,Egypt,191
Germany,Philippines,131
Argentina,UAE,74
Peru,Israel,99
Brazil,Iraq,196
Oman,Malaysia,426
South Africa,Peru,172
Philippines,Italy,18
Peru,Belgium,10
Russia,UAE,241
Austria,Denmark,28
Spain,Sweden,38
Canada,Hungary,11
Hungary,Singapore,500
Hungary,UK,252
Indonesia,Netherlands,160
UAE,Finland,349
Sweden,Ghana,451
Ukraine,Ireland,253
Sweden,Belgium,201
China,Germany,158
Chile,Ireland,40
Russia,Oman,208
Poland,Spain,258
Nigeria,USA,149
Mexico,Saudi Arabia,117
Germany,Mexico,148
Nigeria,Portugal,106
UAE,Canada,407
Turkey,Iraq,359
Iraq,Romania,414
Thailand,New Zealand,393
Egypt,UK,294
Ireland,Finland,334
Netherlands,Switzerland,415
Switzerland,Oman,454
Iran,Spain,372
Spain,USA,420
Hungary,Singapore,133
Malaysia,Brazil,207
Ghana,UK,100
Japan,Brazil,425
Chile,Ukraine,458
Jordan,UAE,72
New Zealand,Iraq,212
Spain,Romania,45
India,Kenya,108
Poland,Nigeria,361
Indonesia,Turkey,218
New Zealand,South Africa,454
Iran,Italy,342
India,Portugal,290
Netherlands,Kenya,126
Qatar,Australia,235
Peru,Belgium,198
Malaysia,Russia,14
Nigeria,Finland,230
Philippines,France,351
Russia,Malaysia,374
Vietnam,Singapore,204
Chile,USA,298
Belgium,Spain,33
Romania,Greece,234
Iraq,Egypt,43
China,UAE,285
Germany,Canada,335
UAE,Netherlands,313
Brazil,France,11
Vietnam,Norway,430
Vietnam,Poland,393
India,Mexico,365
Thailand,Singapore,412
Philippines,New Zealand,216
Australia,Ukraine,64
Thailand,India,80
Oman,Israel,89
Russia,Netherlands,299
Qatar,Kenya,385
Argentina,Germany,93
Brazil,Mexico,330
Nigeria,Colombia,49
Brazil,Belgium,142
Kenya,China,61
Sweden,Switzerland,76
Oman,Greece,206
Ireland,Malaysia,214
Russia,Austria,225
Italy,UK,416
Qatar,Austria,149
Iraq,Russia,303
Sweden,Kenya,189
France,Norway,478
Colombia,Vietnam,86
Finland,Iraq,401
Poland,Oman,214
Finland,Ghana,75
UAE,Mexico,367
France,Thailand,390
Mexico,Saudi Arabia,381
Denmark,Vietnam,375
Nigeria,Ukraine,178
Greece,Nigeria,25
South Africa,Mexico,177
Switzerland,Germany,104
Poland,China,57
Kenya,Philippines,254
Egypt,Finland,281
Chile,Italy,333
Nigeria,Greece,362
Peru,UK,305
Chile,Israel,5
Peru,Japan,154
Canada,Australia,424
Belgium,South Korea,473
Philippines,Sweden,6
China,Vietnam,379
Belgium,UK,331
Canada,Germany,474
Norway,Spain,156
Qatar,Hungary,326
Qatar,Canada,151
Finland,Peru,397
South Korea,Germany,333
Israel,Ukraine,386
Finland,Austria,150
Indonesia,Ireland,134
Greece,Netherlands,49
Kenya,South Korea,418
Switzerland,Netherlands,280
Oman,Colombia,76
Japan,Belgium,439
New Zealand,Egypt,375
Poland,Indonesia,142
Belgium,Norway,271
Chile,Jordan,290
Romania,Portugal,78
Sweden,Singapore,471
Czechia,Denmark,37
Ireland,Spain,388
USA,Poland,288
Saudi Arabia,Philippines,396
India,Portugal,343
Denmark,Jordan,329
Iran,Malaysia,384
Philippines,Denmark,266
New Zealand,Switzerland,251
Saudi Arabia,Chile,396
Israel,Mexico,154
Italy,Japan,342
Vietnam,France,146
UAE,Mexico,8
Thailand,Brazil,196
Romania,Saudi Arabia,213
Portugal,Romania,142
Singapore,Iraq,387
Ghana,South Korea,174
UK,Egypt,229
Hungary,Greece,6
Saudi Arabia,Russia,485
Ghana,Ireland,428
Germany,Romania,287
New Zealand,Australia,388
UAE,France,253
Colombia,Australia,8
Iran,Finland,242
Denmark,Japan,181
Malaysia,UK,376
Saudi Arabia,Indonesia,168
Saudi Arabia,Israel,69
Denmark,Argentina,252
Indonesia,Czechia,346
Argentina,Thailand,133
China,Netherlands,166
Kenya,Czechia,352
Qatar,Ghana,349
UK,New Zealand,69
Switzerland,Belgium,497
Ireland,Germany,398
Jordan,Saudi Arabia,195
USA,Brazil,165
Vietnam,Kenya,260
Belgium,Singapore,484
Romania,Czechia,388
Ukraine,Turkey,288
Russia,Vietnam,462
Norway,Peru,69
Thailand,Ireland,7
Australia,Hungary,297
Peru,Poland,207
Thailand,Italy,170
Chile,Egypt,257
Czechia,Argentina,253
Malaysia,Iran,278
New Zealand,USA,15
Greece,UAE,455
Poland,Iran,493
Iraq,Indonesia,474
Singapore,Sweden,439
Mexico,Switzerland,39
Kenya,Iraq,200
Mexico,Greece,76
Australia,USA,439
Russia,Canada,54
Thailand,Japan,117
Malaysia,Peru,464
Nigeria,France,290
New Zealand,Colombia,192
France,Japan,448
Jordan,Colombia,64
Sweden,Italy,214
Germany,Belgium,305
USA,Belgium,227
Czechia,Egypt,304
Iran,UAE,259
Philippines,Poland,321
Greece,Peru,140
Hungary,Egypt,289
Egypt,UK,372
Saudi Arabia,Sweden,172
Vietnam,Poland,108
Spain,Finland,162
Hungary,Portugal,30
China,Russia,464
Spain,Ghana,345
Denmark,Greece,317
Mexico,Romania,302
South Korea,Nigeria,456
Norway,Hungary,32
Brazil,Egypt,121
Qatar,China,149
Thailand,Saudi Arabia,224
Ukraine,Sweden,3
Indonesia,Poland,238
Denmark,Peru,248
Canada,Sweden,281
Indonesia,Germany,68
India,Chile,149
Argentina,Ghana,311
India,UK,99
France,Greece,2
Indonesia,Brazil,231
Kenya,Germany,299
Brazil,Belgium,460
Netherlands,Finland,429
Israel,Malaysia,43
Austria,Czechia,266
Finland,Iraq,397
Turkey,Ukraine,163
Czechia,Argentina,271
Greece,Netherlands,145
Greece,India,161
Malaysia,Iran,321
Kenya,Oman,69
Belgium,Russia,225
Peru,Indonesia,15
China,Hungary,235
Malaysia,Kenya,95
USA,Spain,173
Vietnam,Iran,475
Italy,Switzerland,292
Denmark,Thailand,134
Italy,Jordan,350
Singapore,Norway,207
Egypt,Ghana,494
UK,Israel,84
Jordan,Ukraine,169
New Zealand,Qatar,151
Romania,Kenya,421
Czechia,Israel,238
Brazil,Russia,317
Belgium,Oman,422
Spain,Argentina,15
Kenya,Italy,276
Kenya,Oman,240
Nigeria,France,131
Mexico,Norway,261
New Zealand,Finland,370
Poland,Australia,491
Argentina,Netherlands,134
Philippines,South Africa,31
Philippines,Poland,121
Iran,Australia,449
Argentina,Romania,64
Colombia,Argentina,411
Poland,Japan,130
Greece,Argentina,337
South Korea,Ukraine,167
Sweden,Brazil,158
Mexico,Finland,277
China,Israel,365
Austria,Mexico,109
Ghana,Ukraine,452
Hungary,Indonesia,354
Qatar,Nigeria,88
Egypt,Iraq,191
Finland,Australia,63
Sweden,Argentina,280
China,Oman,53
UK,Malaysia,311
Ghana,Finland,298
Norway,Chile,261
Ukraine,South Korea,82
Hungary,Romania,153
Austria,Hungary,318
Czechia,Ireland,348
Romania,Iraq,135
UAE,Norway,338
Switzerland,South Korea,426
Jordan,USA,32
Austria,Russia,138
Belgium,USA,500
Jordan,Romania,383
Indonesia,Israel,30
South Korea,Germany,336
Peru,Sweden,280
Italy,USA,136
Norway,Finland,241
Qatar,Malaysia,282
Italy,Austria,7
Sweden,Iraq,227
Turkey,Russia,174
Sweden,Ghana,267
Iran,Australia,413
Ukraine,Singapore,371
Thailand,Ghana,135
Vietnam,Argentina,409
Philippines,Peru,393
Japan,Peru,437
Vietnam,Colombia,327
Japan,Denmark,13
Colombia,Iran,378
Indonesia,Argentina,181
Ireland,USA,381
Singapore,Germany,148
Turkey,Brazil,33
Norway,Colombia,434
Sweden,Peru,382
USA,Poland,156
South Korea,Chile,410
New Zealand,South Korea,242
Brazil,Denmark,490
Denmark,Jordan,37
Denmark,Austria,72
Belgium,UAE,185
Nigeria,South Africa,210
Turkey,Norway,199
France,Saudi Arabia,178
Ukraine,Germany,343
Ukraine,Iraq,280
Jordan,Iraq,295
USA,Germany,270
Israel,Ireland,322
Japan,Australia,202
Netherlands,Malaysia,297
Ghana,Jordan,469
New Zealand,Colombia,248
Switzerland,Belgium,435
Romania,Israel,25
France,Poland,41
UK,Mexico,55
Philippines,Kenya,63
Turkey,Canada,169
Philippines,UK,158
Iraq,Poland,128
Sweden,Ghana,431
UK,Egypt,241
Poland,Thailand,367
Mexico,USA,468
UK,Philippines,339
Spain,Norway,125
Ireland,Saudi Arabia,101
Oman,Qatar,78
Ghana,Malaysia,385
New Zealand,Greece,315
India,Mexico,306
Thailand,Argentina,96
South Korea,Netherlands,247
India,Finland,313
Portugal,Italy,359
Singapore,Australia,198
Chile,Canada,152
New Zealand,Belgium,370
New Zealand,Switzerland,358
India,UAE,242
Russia,Vietnam,463
UK,Saudi Arabia,27
Mexico,Sweden,468
Russia,India,256
Austria,Israel,52
Qatar,Iraq,410
Spain,Ukraine,433
Egypt,Sweden,315
China,Portugal,205
Poland,Japan,83
Greece,South Korea,384
Iraq,Peru,409
Canada,Belgium,307
Greece,Chile,81
China,Indonesia,411
Qatar,Sweden,13
Netherlands,Malaysia,33
Singapore,UAE,407
Saudi Arabia,Canada,80
Australia,Indonesia,237
Jordan,UK,254
New Zealand,USA,351
Chile,Ukraine,268
South Africa,Spain,108
Singapore,Colombia,142
Oman,Saudi Arabia,32
Iran,Norway,216
Ghana,Singapore,453
Spain,UAE,5
Brazil,Russia,112
Italy,Germany,186
UAE,Malaysia,166
Nigeria,Oman,422
Romania,Peru,87
Sweden,South Africa,394
Sweden,Saudi Arabia,166
Austria,Greece,159
Japan,Ukraine,29
Philippines,Indonesia,398
Canada,Mexico,67
Kenya,Malaysia,2
Egypt,Romania,297
Australia,Jordan,258
Saudi Arabia,Brazil,151
Japan,Sweden,122
Brazil,Spain,183
Romania,USA,191
Ireland,Belgium,344
Saudi Arabia,Qatar,157
Denmark,Germany,371
India,Vietnam,437
Netherlands,Chile,270
France,Sweden,302
Egypt,USA,48
Iraq,India,325
Sweden,Israel,212
Jordan,China,32
Peru,UAE,284
Indonesia,Romania,460
Egypt,New Zealand,189
Singapore,Jordan,189
Spain,France,108
China,Mexico,230
Indonesia,Czechia,401
Colombia,South Korea,301
Greece,Finland,463
Argentina,Vietnam,389
Germany,Canada,270
UAE,South Africa,45
Austria,Philippines,424
New Zealand,Peru,131
